(1240.000, 1908.000)
(715.000, 1458.000)
(1004.000, 1939.000)
(436.000, 550.000)
(1150.000, 313.000)
(320.000, 71.000)
(1829.000, 1703.000)
(1406.000, 962.000)
(1385.000, 569.000)
(700.000, 1966.000)
(1256.000, 1283.000)
(198.000, 409.000)
(1001.000, 1202.000)
(1128.000, 543.000)
(1388.000, 46.000)
(1163.000, 461.000)
(1822.000, 282.000)
(1815.000, 966.000)
(1409.000, 1211.000)
(1673.000, 1703.000)
(36.000, 165.000)
(1277.000, 1819.000)
(876.000, 1047.000)
(1418.000, 1907.000)
(620.000, 1214.000)
(966.000, 91.000)
(307.000, 281.000)
(1695.000, 566.000)
(1682.000, 1922.000)
(883.000, 201.000)
(706.000, 1544.000)
(1000.000, 936.000)
(1365.000, 836.000)
(47.000, 706.000)
(329.000, 703.000)
(1136.000, 1968.000)
(313.000, 1425.000)
(973.000, 213.000)
(475.000, 160.000)
(1798.000, 538.000)
(1654.000, 808.000)
(575.000, 1072.000)
(880.000, 1460.000)
(1255.000, 811.000)
(80.000, 1195.000)
(1656.000, 1299.000)
(180.000, 816.000)
(48.000, 807.000)
(1815.000, 840.000)
(339.000, 1956.000)
(1826.000, 1590.000)
(1164.000, 59.000)
(443.000, 1294.000)
(1819.000, 719.000)
(225.000, 201.000)
(438.000, 1440.000)
(1522.000, 211.000)
(892.000, 1202.000)
(1938.000, 801.000)
(1249.000, 1578.000)
(1005.000, 588.000)
(1537.000, 1556.000)
(363.000, 168.000)
(607.000, 1928.000)
(1544.000, 287.000)
(1946.000, 308.000)
(1279.000, 407.000)
(1007.000, 1675.000)
(1513.000, 1210.000)
(355.000, 933.000)
(885.000, 783.000)
(1255.000, 211.000)
(90.000, 323.000)
(1497.000, 908.000)
(861.000, 46.000)
(97.000, 1936.000)
(1946.000, 945.000)
(738.000, 1831.000)
(764.000, 285.000)
(84.000, 64.000)
(220.000, 1048.000)
(743.000, 190.000)
(738.000, 1217.000)
(460.000, 1679.000)
(92.000, 436.000)
(484.000, 1172.000)
(1545.000, 581.000)
(438.000, 332.000)
(1671.000, 190.000)
(1554.000, 1284.000)
(616.000, 1662.000)
(759.000, 1340.000)
(1774.000, 182.000)
(604.000, 92.000)
(1293.000, 1212.000)
(723.000, 836.000)
(1955.000, 1716.000)
(432.000, 1090.000)
(1153.000, 204.000)
(1646.000, 1164.000)
(993.000, 302.000)
(445.000, 1574.000)
(70.000, 1301.000)
(180.000, 680.000)
(1025.000, 678.000)
(1771.000, 1944.000)
(871.000, 1590.000)
(834.000, 578.000)
(1146.000, 1340.000)
(435.000, 32.000)
(447.000, 1842.000)
(1935.000, 1802.000)
(580.000, 301.000)
(1634.000, 293.000)
(1001.000, 1809.000)
(1786.000, 1297.000)
(1130.000, 1827.000)
(1563.000, 1714.000)
(1674.000, 952.000)
(1144.000, 926.000)
(1558.000, 38.000)
(1763.000, 459.000)
(220.000, 1303.000)
(1027.000, 1310.000)
(1247.000, 588.000)
(1520.000, 1823.000)
(1632.000, 434.000)
(1541.000, 1057.000)
(1911.000, 1179.000)
(1025.000, 1083.000)
(849.000, 1803.000)
(331.000, 1662.000)
(974.000, 1418.000)
(760.000, 558.000)
(711.000, 909.000)
(1922.000, 1457.000)
(626.000, 431.000)
(1509.000, 1932.000)
(89.000, 591.000)
(180.000, 1795.000)
(850.000, 1692.000)
(732.000, 1681.000)
(1416.000, 1075.000)
(175.000, 966.000)
(1415.000, 1427.000)
(1930.000, 1939.000)
(1023.000, 812.000)
(1404.000, 1695.000)
(484.000, 661.000)
(1942.000, 170.000)
(1123.000, 1714.000)
(320.000, 1303.000)
(187.000, 1581.000)
(68.000, 1593.000)
(1148.000, 1214.000)
(1926.000, 584.000)
(878.000, 677.000)
(1906.000, 667.000)
(199.000, 1718.000)
(437.000, 915.000)
(53.000, 932.000)
(1278.000, 1456.000)
(1143.000, 1558.000)
(1292.000, 61.000)
(85.000, 1799.000)
(1367.000, 443.000)
(1119.000, 794.000)
(700.000, 656.000)
(586.000, 709.000)
(207.000, 1961.000)
(1794.000, 86.000)
(1241.000, 340.000)
(220.000, 68.000)
(1896.000, 1036.000)
(750.000, 428.000)
(748.000, 94.000)
(1802.000, 1201.000)
(1546.000, 707.000)
(1551.000, 786.000)
(886.000, 932.000)
(359.000, 1172.000)
(50.000, 1466.000)
(359.000, 542.000)
(1657.000, 1831.000)
(600.000, 157.000)
(1028.000, 412.000)
(1116.000, 1464.000)
(1896.000, 1562.000)
(1536.000, 1463.000)
(1381.000, 681.000)
(351.000, 1086.000)
(455.000, 1952.000)
(1135.000, 1060.000)
(204.000, 1184.000)
(891.000, 414.000)
(192.000, 337.000)
(1932.000, 422.000)
(609.000, 844.000)
(357.000, 829.000)
(1267.000, 1052.000)
(1424.000, 290.000)
(1364.000, 1563.000)
(601.000, 537.000)
(1657.000, 1073.000)
(586.000, 1804.000)
(995.000, 1586.000)
(604.000, 1464.000)
(177.000, 1446.000)
(454.000, 432.000)
(574.000, 1324.000)
(88.000, 1053.000)
(1363.000, 1337.000)
(601.000, 963.000)
(1810.000, 1415.000)
(198.000, 532.000)
(1629.000, 712.000)
(1765.000, 1835.000)
(493.000, 802.000)
(1413.000, 214.000)
(314.000, 444.000)
(1247.000, 1671.000)
(333.000, 1544.000)
(1544.000, 469.000)
(1690.000, 1541.000)
(870.000, 1941.000)
(567.000, 1538.000)
(1826.000, 1059.000)
(51.000, 1663.000)
(1152.000, 708.000)
(842.000, 1290.000)
(699.000, 1033.000)
(846.000, 305.000)
(1937.000, 62.000)
(1956.000, 1330.000)
(1678.000, 1418.000)
(1282.000, 960.000)
(1277.000, 712.000)
(1365.000, 1840.000)
(1695.000, 62.000)
(311.000, 1791.000)
(645.000, 1923.000)
(1240.000, 1908.000)
(715.000, 1458.000)
(1004.000, 1939.000)
(436.000, 550.000)
(1150.000, 313.000)
(320.000, 71.000)
(1829.000, 1703.000)
(1406.000, 962.000)
(1385.000, 569.000)
(700.000, 1966.000)
(1256.000, 1283.000)
(198.000, 409.000)
(1001.000, 1202.000)
(1128.000, 543.000)
(1388.000, 46.000)
(1163.000, 461.000)
(1822.000, 282.000)
(1815.000, 966.000)
(1409.000, 1211.000)
(1673.000, 1703.000)
(36.000, 165.000)
(1277.000, 1819.000)
(876.000, 1047.000)
(1418.000, 1907.000)
(620.000, 1214.000)
(966.000, 91.000)
(307.000, 281.000)
(1695.000, 566.000)
(1682.000, 1922.000)
(883.000, 201.000)
(706.000, 1544.000)
(1000.000, 936.000)
(1365.000, 836.000)
(47.000, 706.000)
(329.000, 703.000)
(1136.000, 1968.000)
(313.000, 1425.000)
(973.000, 213.000)
(475.000, 160.000)
(1798.000, 538.000)
(1654.000, 808.000)
(575.000, 1072.000)
(880.000, 1460.000)
(1255.000, 811.000)
(80.000, 1195.000)
(1656.000, 1299.000)
(180.000, 816.000)
(48.000, 807.000)
(1815.000, 840.000)
(339.000, 1956.000)
(1826.000, 1590.000)
(1164.000, 59.000)
(443.000, 1294.000)
(1819.000, 719.000)
(225.000, 201.000)
(438.000, 1440.000)
(1522.000, 211.000)
(892.000, 1202.000)
(1938.000, 801.000)
(1249.000, 1578.000)
(1005.000, 588.000)
(1537.000, 1556.000)
(363.000, 168.000)
(607.000, 1928.000)
(1544.000, 287.000)
(1946.000, 308.000)
(1279.000, 407.000)
(1007.000, 1675.000)
(1513.000, 1210.000)
(355.000, 933.000)
(885.000, 783.000)
(1255.000, 211.000)
(90.000, 323.000)
(1497.000, 908.000)
(861.000, 46.000)
(97.000, 1936.000)
(1946.000, 945.000)
(738.000, 1831.000)
(764.000, 285.000)
(84.000, 64.000)
(220.000, 1048.000)
(743.000, 190.000)
(738.000, 1217.000)
(460.000, 1679.000)
(92.000, 436.000)
(484.000, 1172.000)
(1545.000, 581.000)
(438.000, 332.000)
(1671.000, 190.000)
(1554.000, 1284.000)
(616.000, 1662.000)
(759.000, 1340.000)
(1774.000, 182.000)
(604.000, 92.000)
(1293.000, 1212.000)
(723.000, 836.000)
(1955.000, 1716.000)
(432.000, 1090.000)
(1153.000, 204.000)
(1646.000, 1164.000)
(993.000, 302.000)
(445.000, 1574.000)
(70.000, 1301.000)
(180.000, 680.000)
(1025.000, 678.000)
(1771.000, 1944.000)
(871.000, 1590.000)
(834.000, 578.000)
(1146.000, 1340.000)
(435.000, 32.000)
(447.000, 1842.000)
(1935.000, 1802.000)
(580.000, 301.000)
(1634.000, 293.000)
(1001.000, 1809.000)
(1786.000, 1297.000)
(1130.000, 1827.000)
(1563.000, 1714.000)
(1674.000, 952.000)
(1144.000, 926.000)
(1558.000, 38.000)
(1763.000, 459.000)
(220.000, 1303.000)
(1027.000, 1310.000)
(1247.000, 588.000)
(1520.000, 1823.000)
(1632.000, 434.000)
(1541.000, 1057.000)
(1911.000, 1179.000)
(1025.000, 1083.000)
(849.000, 1803.000)
(331.000, 1662.000)
(974.000, 1418.000)
(760.000, 558.000)
(711.000, 909.000)
(1922.000, 1457.000)
(626.000, 431.000)
(1509.000, 1932.000)
(89.000, 591.000)
(180.000, 1795.000)
(850.000, 1692.000)
(732.000, 1681.000)
(1416.000, 1075.000)
(175.000, 966.000)
(1415.000, 1427.000)
(1930.000, 1939.000)
(1023.000, 812.000)
(1404.000, 1695.000)
(484.000, 661.000)
(1942.000, 170.000)
(1123.000, 1714.000)
(320.000, 1303.000)
(187.000, 1581.000)
(68.000, 1593.000)
(1148.000, 1214.000)
(1926.000, 584.000)
(878.000, 677.000)
(1906.000, 667.000)
(199.000, 1718.000)
(437.000, 915.000)
(53.000, 932.000)
(1278.000, 1456.000)
(1143.000, 1558.000)
(1292.000, 61.000)
(85.000, 1799.000)
(1367.000, 443.000)
(1119.000, 794.000)
(700.000, 656.000)
(586.000, 709.000)
(207.000, 1961.000)
(1794.000, 86.000)
(1241.000, 340.000)
(220.000, 68.000)
(1896.000, 1036.000)
(750.000, 428.000)
(748.000, 94.000)
(1802.000, 1201.000)
(1546.000, 707.000)
(1551.000, 786.000)
(886.000, 932.000)
(359.000, 1172.000)
(50.000, 1466.000)
(359.000, 542.000)
(1657.000, 1831.000)
(600.000, 157.000)
(1028.000, 412.000)
(1116.000, 1464.000)
(1896.000, 1562.000)
(1536.000, 1463.000)
(1381.000, 681.000)
(351.000, 1086.000)
(455.000, 1952.000)
(1135.000, 1060.000)
(204.000, 1184.000)
