(1406.000, 1738.000)
(901.000, 1223.000)
(1210.000, 334.000)
(553.000, 1030.000)
(965.000, 1771.000)
(352.000, 666.000)
(280.000, 1764.000)
(425.000, 132.000)
(364.000, 1370.000)
(1695.000, 1482.000)
(1009.000, 1329.000)
(627.000, 812.000)
(1402.000, 1088.000)
(1406.000, 1276.000)
(957.000, 1866.000)
(1216.000, 973.000)
(238.000, 1877.000)
(446.000, 781.000)
(1831.000, 923.000)
(493.000, 318.000)
(876.000, 162.000)
(19.000, 119.000)
(1435.000, 277.000)
(902.000, 76.000)
(1601.000, 966.000)
(369.000, 575.000)
(1337.000, 1728.000)
(1623.000, 179.000)
(1501.000, 1735.000)
(365.000, 1268.000)
(507.000, 223.000)
(1944.000, 1180.000)
(41.000, 267.000)
(685.000, 771.000)
(767.000, 381.000)
(494.000, 180.000)
(1469.000, 67.000)
(288.000, 1581.000)
(1281.000, 1874.000)
(1211.000, 1778.000)
(150.000, 1182.000)
(1009.000, 121.000)
(113.000, 25.000)
(549.000, 1866.000)
(314.000, 1837.000)
(1413.000, 313.000)
(566.000, 979.000)
(1698.000, 1280.000)
(511.000, 1884.000)
(214.000, 1586.000)
(422.000, 1630.000)
(1753.000, 1035.000)
(44.000, 1134.000)
(110.000, 1974.000)
(165.000, 316.000)
(165.000, 1134.000)
(1416.000, 137.000)
(1420.000, 467.000)
(20.000, 387.000)
(49.000, 1785.000)
(1607.000, 934.000)
(1743.000, 1413.000)
(1338.000, 1980.000)
(1469.000, 320.000)
(1369.000, 1662.000)
(1680.000, 1782.000)
(1159.000, 1580.000)
(1408.000, 1968.000)
(1732.000, 1784.000)
(637.000, 67.000)
(84.000, 124.000)
(1939.000, 422.000)
(1342.000, 224.000)
(768.000, 1728.000)
(366.000, 334.000)
(219.000, 923.000)
(905.000, 1369.000)
(1429.000, 1577.000)
(1475.000, 668.000)
(1810.000, 733.000)
(47.000, 236.000)
(174.000, 277.000)
(355.000, 1226.000)
(491.000, 387.000)
(813.000, 1784.000)
(1369.000, 82.000)
(21.000, 636.000)
(1694.000, 428.000)
(297.000, 635.000)
(1091.000, 972.000)
(1732.000, 117.000)
(364.000, 62.000)
(116.000, 1925.000)
(1226.000, 88.000)
(1816.000, 680.000)
(1476.000, 779.000)
(947.000, 1069.000)
(1603.000, 283.000)
(1604.000, 1434.000)
(158.000, 1815.000)
(1877.000, 622.000)
(703.000, 635.000)
(1347.000, 564.000)
(215.000, 281.000)
(483.000, 1482.000)
(216.000, 420.000)
(639.000, 1563.000)
(1007.000, 1434.000)
(1766.000, 562.000)
(355.000, 1619.000)
(1892.000, 1236.000)
(177.000, 1927.000)
(298.000, 1085.000)
(439.000, 1972.000)
(1674.000, 1425.000)
(419.000, 1674.000)
(93.000, 317.000)
(1406.000, 1629.000)
(295.000, 723.000)
(1040.000, 512.000)
(894.000, 1015.000)
(445.000, 86.000)
(1807.000, 481.000)
(1798.000, 1933.000)
(644.000, 878.000)
(956.000, 316.000)
(1346.000, 1032.000)
(304.000, 1886.000)
(833.000, 85.000)
(1491.000, 914.000)
(182.000, 1478.000)
(1343.000, 1765.000)
(1414.000, 1488.000)
(1346.000, 1819.000)
(1036.000, 1632.000)
(162.000, 570.000)
(552.000, 1313.000)
(1412.000, 983.000)
(1288.000, 1713.000)
(1798.000, 279.000)
(677.000, 1078.000)
(899.000, 1466.000)
(1568.000, 1075.000)
(1617.000, 837.000)
(1084.000, 581.000)
(752.000, 1223.000)
(958.000, 576.000)
(1336.000, 183.000)
(1932.000, 1136.000)
(428.000, 983.000)
(349.000, 185.000)
(433.000, 1429.000)
(1831.000, 129.000)
(750.000, 812.000)
(1942.000, 476.000)
(629.000, 1986.000)
(1030.000, 867.000)
(298.000, 875.000)
(1804.000, 1974.000)
(1732.000, 1533.000)
(818.000, 420.000)
(1683.000, 1080.000)
(1088.000, 517.000)
(1894.000, 1815.000)
(906.000, 718.000)
(1144.000, 270.000)
(1612.000, 775.000)
(499.000, 63.000)
(1761.000, 670.000)
(230.000, 83.000)
(1565.000, 581.000)
(1487.000, 1627.000)
(1758.000, 1122.000)
(1607.000, 566.000)
(560.000, 269.000)
(1676.000, 1124.000)
(764.000, 1363.000)
(1273.000, 669.000)
(570.000, 1782.000)
(217.000, 716.000)
(483.000, 1817.000)
(950.000, 1270.000)
(1157.000, 1923.000)
(1881.000, 234.000)
(1474.000, 885.000)
(220.000, 1473.000)
(1163.000, 1337.000)
(893.000, 1982.000)
(957.000, 734.000)
(112.000, 1383.000)
(372.000, 1536.000)
(1545.000, 267.000)
(1228.000, 1725.000)
(1039.000, 1665.000)
(441.000, 1569.000)
(1218.000, 1369.000)
(810.000, 1737.000)
(907.000, 1119.000)
(1490.000, 1333.000)
(710.000, 536.000)
(1297.000, 1929.000)
(1542.000, 925.000)
(150.000, 121.000)
(98.000, 629.000)
(639.000, 1065.000)
(1552.000, 1762.000)
(433.000, 373.000)
(1224.000, 383.000)
(1092.000, 1219.000)
(1805.000, 636.000)
(944.000, 1986.000)
(1565.000, 719.000)
(1218.000, 865.000)
(1897.000, 1929.000)
(313.000, 484.000)
(491.000, 976.000)
(492.000, 512.000)
(826.000, 1322.000)
(1810.000, 1662.000)
(1155.000, 833.000)
(1140.000, 1771.000)
(239.000, 1781.000)
(707.000, 1375.000)
(419.000, 1277.000)
(1494.000, 288.000)
(1699.000, 1325.000)
(1553.000, 1270.000)
(841.000, 1231.000)
(1142.000, 972.000)
(1417.000, 1385.000)
(1800.000, 1084.000)
(104.000, 715.000)
(896.000, 385.000)
(1952.000, 32.000)
(876.000, 822.000)
(1084.000, 1074.000)
(1484.000, 179.000)
(151.000, 819.000)
(629.000, 1128.000)
(1010.000, 572.000)
(770.000, 1475.000)
(636.000, 1438.000)
(699.000, 37.000)
(1162.000, 928.000)
(1277.000, 1066.000)
(1290.000, 931.000)
(898.000, 513.000)
(702.000, 923.000)
(1626.000, 1682.000)
(240.000, 1130.000)
(1890.000, 1263.000)
(1095.000, 1672.000)
(1027.000, 1971.000)
(1020.000, 737.000)
(1892.000, 420.000)
(1551.000, 1883.000)
(1626.000, 1729.000)
(643.000, 1473.000)
(828.000, 768.000)
(756.000, 612.000)
(1271.000, 1487.000)
(1758.000, 1214.000)
(1629.000, 1820.000)
(954.000, 1662.000)
